,index,ID,doi,structure,E(S1),f(S1),E(T1),S-2T
73,40374,BANHAZ,,CN(C)c1ccc(cc1)C(C#N)=C1C=CC(C=C1)=C(C#N)C#N,2.475300015,1.3126,1.006161616,0.4629767830000002
897,409746,LIGXOO,10.1007/BF01665893,CCOC(=O)C[N+]1=Nc2ccccc2C(=C1)[O-],3.6804000219999997,0.0002,2.038619361,-0.3968387
450,255845,GUBCIR,10.1002/adfm.201402678,CN1c2ccccc2C(C)(C)C1=CC=C1SC(N=C1C(C)(C)C)=C(C#N)C#N,2.573400015,1.2389,1.353719603,-0.13403919100000028
813,287737,HOQFAW,10.1039/C4CC05886K,CN1C=CC(=CC=C2C=CN(C)C=C2c2c(C)cc(C)cc2C)C(=C1)c1c(C)cc(C)cc1C,2.918300017,0.4388,1.638061433,-0.35782284900000016
343,127364,DBRING01,10.3891/acta.chem.scand.34a-0171,Brc1ccc2C(=O)C(Nc2c1)=C1Nc2cc(Br)ccc2C1=O,2.604000016,0.3892,1.33824993,-0.07249984399999976
405,188693,EZAGET,10.1039/C6CC08079K,CN(C=CC=C(O)C=C1C(=O)OC(C)(C)OC1=O)c1ccccc1,2.9624000180000003,1.6289,1.5349449780000002,-0.10748993800000006
235,539466,PBOPOS,,COP(=O)(OC)C1(C2CC=CC=CC12)c1ccccc1,3.460500021,0.0954,1.452918435,0.5546631510000002
707,603475,QUYHIC,10.1107/S1600536810020398,CCCCCCN1C(=O)C2=C(N(CCCCCC)C(=O)C2=C1c1ccccc1)c1ccccc1,2.922300017,0.469,1.614881415,-0.3074628129999999
298,327595,IWUPUN,10.1021/acs.joc.6b00758,CCCCC1=[N+]([O-])C2(CC(=O)OC(C)(C)O2)OC1=C(c1ccccc1)c1ccccc1,3.9222000230000003,0.4994,1.976937329,-0.031674634999999896
746,680378,TAQXER,10.3390/molecules21050596,ClC1=C2SSN=C2c2ccccc2C1=O,3.25970002,0.2817,1.793273813,-0.3268476060000003
85,653192,SEWKEM,10.1039/C3OB40373D,CCCCCC1=CC=C(S1)C1=CC(C(=O)S1)=C1C=C(SC1=O)C1=CC=C(CCCCC)S1,2.169100013,0.9291,0.9378131743000001,0.2934736643999998
674,43406,BAWDOT,10.1016/S0040-4039(03)01672-1,ClC1=S=NN2c3ccccc3N=C12,3.038400018,0.0529,1.663754151,-0.2891082840000001
522,717047,UDIVUZ,,OC1=C(Br)C=C(Br)C=C(Br)C1=O,3.038000018,0.1295,1.615771227,-0.19354243599999998
734,369325,KEJWON,,COc1cccc(C=CC2=CNc3ccccc3N2)c1,1.772300011,0.106,1.046322246,-0.3203444809999998
647,667593,SOYKUO,10.1039/C4TC02859G,CC(C)[Si](C#Cc1c2cc3nccnc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3c(F)c(F)c(F)c(F)c3cc12)(C(C)C)C(C)C,2.217300013,0.2406,1.245933674,-0.27456733499999997
861,360606,KAKMAL,,CCCCN1C(=O)C2=C(N(CCCC)C(=O)C2=C1c1ccccc1)c1ccc(cc1)C#N,2.943800018,0.4728,1.661555471,-0.3793109239999999
263,773965,VUYWES,10.1107/S1600536810015667,CN1N(c2ccccc2)C(=O)C(=C1C)[N+]1=CC(=O)O[N-]1,4.179100025,0.0587,2.090641053,-0.002182080999999947
856,454654,MORYOH,10.1021/jm010377v,CC1(C)CCc2c(O1)c1ccccc1c1N=C3C=C(Nc4ccccc4)C(C=C3N(c3ccccc3)c21)=Nc1ccccc1,2.640000016,1.7407,1.5085534719999998,-0.37710692799999945
353,865051,YODREQ,10.1039/C4DT00503A,Cc1cccc(C)c1NC1=C(Nc2c(C)cccc2C)c2cccc3C(=C(Nc4c(C)cccc4C)c4cccc1c4c23)Nc1c(C)cccc1C,2.243600013,0.0285,1.160270873,-0.07694173299999996
434,191495,FADXOA,,[O-][n+]1cccc2ccccc12,3.690600022,0.0011,1.905938444,-0.1212768660000001
137,398442,LASHEV,10.1080/00397911.2016.1249290,CC1=CC(=C(N1)C1=[N+]([O-])c2ccccc2C1=O)C,2.271200014,0.0645,0.96481095,0.34157811400000027
609,741815,VAGPEZ,,CC(C)(C)c1ccc(cc1)C1=C2C(=O)NC(=C2C(=O)N1)c1ccccc1,2.928200018,0.5718,1.590059189,-0.2519183599999999
113,78900,CALWUA01,10.1039/p29830001025,NC1=NC(C=CC1=O)=NNc1ccccc1,3.1594000189999996,0.1758,1.512840136,0.13371974699999978
640,237968,GEGXAS,10.1002/chem.200501118,Cc1ccc2c3ccc(C)cc3C(c2c1)=C1c2ccccc2Oc2ccccc12,2.488700015,0.3631,1.378421282,-0.2681425489999998
546,650236,SELNII,10.1021/jo3000817,CN1C=C2C=C1C(=C1C=CC(=N1)C(=C1NC(=C(c3ccccc3)C3=NC(=C2c2ccccc2)C2C3ON=C2c2c(Cl)cccc2Cl)C=C1)c1ccccc1)c1ccccc1,2.034600012,0.1707,1.123132231,-0.21166445000000023
106,656889,SILKED,10.1246/bcsj.63.2828,BrC1=CC(=C(O1)C1=C(Br)C(C(O1)=C1OC(C=C1Br)=C(C#N)C#N)=C(C#N)C#N)Br,2.468000015,0.2058,1.164919394,0.1381612269999999
764,25044,ASEWUR,10.1016/j.tetlet.2011.04.061,CCOC(=O)C1=CN(NN1)c1ccc2N(C)C3C(=CN(C)CCC3(CC)c2c1)C(=O)OCC,2.373800014,0.3238,1.35427145,-0.3347428859999999
359,332068,IZUHOC,10.3762/bjoc.10.178,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(c2cccc3ccccc23)c2cc3ccccc3cc12)(C(C)C)C(C)C,2.110900013,0.1934,1.094981781,-0.07906354899999979
67,945080,PETDIE,10.1021/ma901138k,COCCOC(=O)C(C(=O)OCCOC)=C1C=CC(C=C1)=C(C(=O)OCCOC)C(=O)OCCOC,3.625600022,1.3177,1.6979732840000001,0.2296534539999997
555,477654,NENJUL,,CCNc1ccc(NCC)c2C(=O)c3ccccc3C(=O)c12,2.462500015,0.2514,1.340521129,-0.21854224300000036
265,844332,YAFFEQ,10.2116/analsci.16.1005,ClC(Cl)(Cl)C(=O)C1CCCC(=C1N1CCOCC1)C(=O)C(Cl)(Cl)Cl,2.9868000180000003,0.0673,1.4956343230000002,-0.004468628000000141
577,30362,AWOJUR,10.1016/S0040-4020(02)01423-0,[O-]C1=C([N+](=NO1)c1ccccc1)C1=Nc2ccccc2S1,3.8418000230000002,0.4865,2.038570027,-0.23534003099999978
300,22443,AQOSEF,10.1039/c1jm10643k,CC(C)[Si](C#Cc1c2cc3ccc(Br)cc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc(Br)ccc3cc12)(C(C)C)C(C)C,2.041200012,0.2419,1.036686558,-0.03217310399999995
561,58196,BIWMEZ,,CC1=NN(C(=O)C1=NNc1ccc(Cl)cc1)c1ccccc1,3.084500018,0.4555,1.653704714,-0.2229094100000002
61,703505,TOSXUW,10.1039/C4TC02467B,COC1=CC(C(=O)c2ccccc12)=C1C=C(OC)c2ccccc2C1=O,2.333500014,0.5141,1.0781009259999998,0.17729816200000048
97,159129,ECEGIC,10.1016/S0022-2860(99)00386-5,COC(=O)C1=C(C)NC(=C(C1C1=CC2=NO[N+](=C2C=C1)[O-])C(=O)OC)C,3.523900021,0.057999999999999996,1.613407646,0.29708472900000027
812,377925,KIQVEL,10.1002/(SICI)1098-1071(1999)10:2<113::AID-HC4>3.0.CO2-R ,Cc1ccc2SN=S=Nc2c1,2.0362000119999997,0.0077,1.196400245,-0.3566004780000003
374,881345,ZAWNIX,10.1002/chem.201701290,CC(C)(C)OC(=O)N1C(=O)C(=[N+]([O-])C(C(CN(=O)=O)c2ccc(Br)cc2)c2ccccc2)c2ccccc12,3.5862000210000002,0.0027,1.8374495919999998,-0.08869916299999936
587,287212,HONPOR,10.1246/cl.140361,BrC1=C(Br)C2=C(Br)c3ccccc3C2=C2c3ccccc3C(=C2c2ccccc12)Br,2.571600015,0.289,1.405604095,-0.23960817499999987
679,327616,IWURID,10.1021/acs.joc.6b00758,CCCCC1=[N+]([O-])C(c2ccccc2)C(O)(Cc2ccccc2)C1=C(c1ccccc1)c1ccccc1,3.9600000239999997,0.0076,2.126151775,-0.292303526
80,735394,UVEYIE,10.1021/cm102109p,CCC(=O)C(Cc1ccccc1Cl)=C1SC(C=C1)=C1SC(C=C1)=C(C#N)C(=O)CC,2.546000015,1.3557,1.220446946,0.1051061230000001
48,179807,ESIWUY,10.1021/ja0386086,BrCCOC(=O)C(C(=O)OCCBr)=C1C=CC(C=C1)=C(C(=O)OCCBr)C(=O)OCCBr,3.632100022,1.3037,1.653080757,0.3259385080000001
606,229688,GAGMUY,,OC1(CC(=C2CCCCC2=[N+]1[O-])c1ccccc1)c1c(F)c(F)c(F)c(F)c1F,3.881700023,0.6213,2.066135977,-0.2505719310000001
242,188431,EYUJOY,10.1039/c1sc00340b,C1Cc2ccccc2C(c2ccccc12)=C1c2ccccc2C=Cc2ccccc12,3.046500018,0.0782,1.121203488,0.8040930420000003
191,200810,FEFLEK,10.3762/bjoc.12.245,CCC1=CN2C=C(C=C2C=C1)C1=[N+]([N-]OC1=O)c1ccccc1,3.8734000230000003,0.4069,1.92104079,0.03131844300000042
744,440842,MERDUJ,10.1021/jo060923y,CCc1c(CC)c(CC)c2cc3c(CC)c4cc5c(CC)c(C(=O)OC)c(C(=O)OC)c(CC)c5cc4c(CC)c3cc2c1CC,2.218300013,0.09,1.272267764,-0.32623551500000003
811,723941,UKATUX,10.1021/acs.cgd.6b00157,Fc1cc(F)cc(c1)C1=C2C(=O)N(Cc3c(F)c(F)c(F)c(F)c3F)C(=C2C(=O)N1Cc1c(F)c(F)c(F)c(F)c1F)c1cc(F)cc(F)c1,2.924400017,0.4917,1.640425014,-0.3564500110000002
719,552093,PIQCAV,10.1107/S1600536813032868,CC1(C)OC(=C(C#N)C#N)C(=C1C=CC=CC=C1N(CCOC(=O)c2cc(OCc3ccccc3)cc(OCc3ccccc3)c2)c2ccccc2C1(C)C)C#N,2.513700015,2.2963,1.4134001569999999,-0.3131002989999998
70,655267,SIFLUQ,10.1039/c3cc41007b,CC(C)(C)[Si](C)(C)C1=CC=C(S1)C1=CC(C(=O)S1)=C1C=C(SC1=O)C1=CC=C(S1)[Si](C)(C)C(C)(C)C,2.111100013,1.1155,0.9122298465,0.28664032000000006
71,123408,DAQGIM,10.1021/ja051819l,CCCCCSC1=C(SCCCCC)SC(S1)=C1C=CC(C=C1)=C(C#N)C#N,2.7441000160000004,1.3146,1.1772714579999999,0.38955710000000066
586,467473,NAHXUR,10.1002/ejoc.201000792,O=C1NC(C=C1)=C(C1=CC=C(S1)C(=C=C=C(C1=CC=C(S1)C(=O)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,2.370000014,1.212,1.30475462,-0.23950922600000002
253,103811,COJLUK,10.1002/ejoc.201402692,CCOC1=CC(=CC2=[N+]([O-])ON=C12)F,3.4604000210000003,0.0697,1.473666299,0.5130674230000003
626,543542,PENCEN03,10.1107/S010827010100703X,c1ccc2cc3cc4cc5ccccc5cc4cc3cc2c1,2.1358000130000003,0.0616,1.198389942,-0.26097987099999953
633,843709,YACQUO,10.1021/om991027y,COC(=O)C1=C(C(=O)OC)C(OC1=O)=CNC(C)C,3.600800022,0.6995,1.93227901,-0.263757998
69,930623,SEPJEF01,10.1021/acs.macromol.6b00349,Fc1c(F)c(F)c(COC(=O)C(C(=O)OCc2c(F)c(F)c(F)c(F)c2F)=C2C=CC(C=C2)=C(C(=O)OCc2ccccc2)C(=O)OCc2ccccc2)c(F)c1F,3.38190002,1.4803,1.3773257509999999,0.627248518
669,322973,ISUGAG,10.1021/acs.orglett.6b01788,CN1C([N+](=CC2=CC=CS2)[N-]C1=O)c1ccccc1,3.614400022,0.5132,1.9507496359999998,-0.2870992499999998
792,366857,KEBWEW,10.1002/chem.201700421,CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3cc(C#N)c(cc3nc12)C#N)(C(C)C)C(C)C,2.159100013,0.1972,1.252358282,-0.345616551
13,174800,EOQUNX,10.1107/S0567740881006225,CCOC(=O)c1c(C)n(=O)c2ccc(Cl)cc2n1=O,3.431900021,0.14800000000000002,1.187664302,1.0565714170000002
418,646481,SAZBUS,10.1039/c2cc30362k,N1C2=C(c3ccccc3)C3=NC(=C(c4ccccc4)c4c5ccccc5c(c5ccccc45)C(=C4C=CC(=N4)C(=C1C=C2)c1ccccc1)c1ccccc1)C=C3,1.909200011,0.2888,1.011617253,-0.11403449500000007
703,169838,EKUDUL,10.1039/C6PY00346J,CCCCN1C(=O)C2=C(N(CCCC)C(=O)C2=C1c1ccc(Br)c(F)c1)c1ccc(Br)c(F)c1,2.8784000169999997,0.4964,1.591362615,-0.30432521300000026
455,775935,WAFWUV,,CC(C)(C)C1=CC(C(=O)C(=C1)C(C)(C)C)=C1C=C(C(=O)C(=C1)C(C)(C)C)C(C)(C)C,2.464800015,0.0558,1.301323264,-0.1378465130000004
479,451549,MOGSEI,10.1039/C4TC00550C,Clc1ccc2NC(C(=O)c2c1)=C1Nc2ccc(Cl)cc2C1=O,2.527100015,0.3466,1.342328645,-0.15755727500000027
507,768779,VUDBON,10.3762/bjoc.11.54,C=CCN1c2ccccc2C(=O)C1=C1Nc2ccccc2C1=O,2.500700015,0.2815,1.3385861270000001,-0.1764722390000002
224,490583,NOHTUA,10.1524/zkri.2008.0042,FC(F)(F)c1ccc2SC(C(=O)Nc2c1)=C1Sc2ccc(cc2NC1=O)C(F)(F)F,2.543800015,0.5434,1.059479087,0.4248418410000001
392,39448,BALGAZ,10.1021/jacs.6b11912,Cc1cc(C)c(c(C)c1)[Si](=[Si]1C(CCC1([Si](C)(C)C)[Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,3.1618000189999997,0.0774,1.632242551,-0.10268508300000034
717,590823,QOHGAX,10.1021/cg5010165,O=C1N(Cc2ccccc2)C(=C2C(=O)N(Cc3ccccc3)C(=C12)c1ccccc1)c1ccccc1,2.8803000169999997,0.5576,1.596186649,-0.3120732810000004
312,554877,PNTSAN,,COc1ccc(cc1)N=O,0.20510000120000002,0.0,0.1266460582,-0.04819211519999997
601,316941,IPAKOB,10.1021/acs.joc.5b00037,[O-][n+]1c(ccc2ccccc12)C1=NC=C(O1)c1ccccc1,3.4299000210000004,0.0095,1.8386300219999998,-0.24736002299999926
900,785791,WENGUS,10.1021/jo060752x,COC(=O)C1=CN(c2ccc(cc2)N(=O)=O)C23CCCCCCC12N=[N+]([N-]3)c1ccc(cc1)N(=O)=O,3.32810002,0.0188,1.8637360619999999,-0.3993721039999998
236,8325,AFZPYM,10.1021/ja00755a027,NC1=NC=NC2=NON=C12,3.8713000230000003,0.1387,1.68276261,0.5057748030000004
287,935770,ZENPIU,10.1016/j.dyepig.2017.11.009,COc1ccc(cc1)N1c2cc(OC)ccc2N=C2C=C3Oc4c(cc(cc4C(C)(C)C)C(C)(C)C)N=C3C=C12,2.719800016,1.1941,1.3717819759999998,-0.023763935999999486
608,169841,EKUFAT,10.1039/C6PY00346J,CCN1C(=O)C2=C(N(CC)C(=O)C2=C1c1ccc(Br)cc1)c1ccc(Br)cc1F,2.8704000169999997,0.4549,1.560947633,-0.2514952490000004
340,332083,IZUJOE,10.3762/bjoc.10.178,CC[Si](CC)(CC)C#Cc1c2cc3ccccc3cc2c(c2cc3ccccc3cc12)c1c2ccccc2cc2ccccc12,2.0865000119999997,0.1966,1.0782764390000001,-0.0700528660000006
525,481049,NEZPUF,10.1246/bcsj.20120240,CCCCCCCCCCCCCCCCN1c2ccccc2C(=O)C1=C1Nc2ccccc2C1=O,2.469700015,0.2625,1.332613092,-0.1955261690000003
612,712986,UBESAY01,10.1002/poc.3548,CCC(C)CN1C(=O)C2=C(N(CC(C)CC)C(=O)C2=C1C1=CC=CS1)C1=CC=CS1,2.7470000160000003,0.5016,1.499967192,-0.2529343679999996
646,387822,KUHKUT,10.1107/S0108768192003033,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccccc1)c1ccccc1,2.881100017,0.4347,1.5765783969999998,-0.27205677699999953
731,220066,FOVYAS,10.1039/C4CC06063F,CCCCCCN1C(=O)C2=C(NC(=O)C2=C1c1ccccc1)c1ccccc1,2.911700017,0.5015,1.615701566,-0.31970311500000026
738,413255,LITPIP,10.1002/ejic.201301549,BrC1C(Br)c2ccc(Br)c3c(Br)ccc1c23,2.662100016,0.2344,1.493298225,-0.32449643399999983
37,556491,POGVIR,10.1246/bcsj.81.1131,CCOC1=CC(C(=CC1=C(C=C1N(C)c2ccccc2C1(C)C)C#N)OCC)=C(C#N)C#N,2.2963000140000003,1.4292,0.8114620059000001,0.6733760022000002
245,49857,BEQCAD,10.1039/c3cc41494a,CCOC(=O)C1=C2C(=O)N(C(=O)C2=C2N1C=Cc1ccccc21)c1ccc(Br)cc1,3.1681000189999997,0.0906,1.245832447,0.6764351249999998
63,338741,JAZCAR,10.1021/acs.cgd.7b00580,COC(=O)C(C(=O)OC)=C1C=CC(C=C1)=C(C(=O)OC)C(=O)OCCBr,3.538600021,1.2124,1.536496571,0.4656068790000001
163,225739,FUSJIN,,O=N(=O)C1=CC2=[N+]([O-])ON=C2C2=C1C(=NO2)C#N,3.567400021,0.2199,1.728947187,0.1095056470000002
701,631290,ROZHAR,10.1002/chem.201406550,CCC1=C(C)C2=C(C3=CC=CO3)C3=C(C)C(=C(N3[B-](F)(F)[N+]2=C1C)C1=CC=CS1)C,2.569700015,0.6665,1.4365047990000002,-0.3033095830000003
213,209055,FIHTIA,10.1055/s-2004-834882,ON=C(Cl)C1=C([O-])ON=[N+]1c1ccccc1,4.169600025,0.2765,1.9834721430000002,0.2026557389999999
349,745565,VARKII01,10.1002/anie.198904781,COc1ccccc1C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccccc1OC,2.8599000169999997,0.4291,1.46730074,-0.07470146300000025
121,76169,CADMUQ,10.1021/ol0167356,CC(C)(C)[Si](C)(C)C#Cc1c2cc3ccccc3cc2c(C#C[Si](C)(C)C(C)(C)C)c2cc3ccccc3cc12,1.991400012,0.2244,0.9641203251,0.06315936179999992
321,675811,TADJAL,10.1002/ejic.201000607,Clc1cccc(SN=S=NSc2cccc(Cl)c2)c1,3.168600019,0.4854,1.610571404,-0.05254278900000031
179,836390,XOZJAZ,10.1016/j.mencom.2014.11.027,CC(C)[n+]1noc2[N-]C(=O)C(C)Sc12,3.9581000239999997,0.2444,1.962135151,0.03382972199999967
523,889981,ZITFEP,10.1080/10426507.2013.800984,Cc1ccc(SC(Sc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)=S=O)cc1,3.6661000219999997,0.0526,1.9307068180000002,-0.1953136140000007
356,853267,YEGZEQ,10.1002/ejoc.200500912,CN1C2=C(Sc3ccccc23)C(=CC=C2Sc3ccccc3C2=O)C1(C)C,2.470900015,1.0379,1.274307257,-0.07771449900000027
452,537907,PAWNOR,10.1016/j.tet.2005.08.107,NC1=NN=C(S1)C1=C([O-])ON=[N+]1c1ccccc1,3.885900023,0.3518,2.0110468,-0.1361935769999998
490,834563,XOSQIH,10.1016/j.saa.2014.09.123,CC(=O)Nc1cc(ccc1N=Nc1ccc(cc1Cl)N(=O)=O)N(CCOC(C)=O)CCOC(C)=O,0.9164000055,0.0063,0.5397204072,-0.16304080890000006
209,140513,DIYTOW,10.1039/C4RA01639D,COC(=O)CC1=C2C=CC=CC2=CS1,3.32480002,0.1232,1.622874814,0.07905039200000008
549,10793,AHIJIL,10.1002/jhet.84,CC(C)[N+]([O-])=C1C(=O)N(C)c2ccccc12,3.557100021,0.0934,1.886304368,-0.2155087149999999
649,634538,RUNLAP,10.1002/chem.201501399,Fc1c(F)c(F)c2c(F)c3nc4cc5ccccc5cc4nc3c(F)c2c1F,2.173300013,0.0531,1.2240725909999999,-0.2748451689999998
668,223247,FUHPUV,10.1016/j.poly.2014.06.032,CC(C)c1ccc(CN2C=C3C=C2C(=C2C=CC(=N2)C(=C2NC(=C(c4ccccc4)C4=NC(=C3c3ccccc3)C=C4)C=C2)c2ccccc2)c2ccccc2)cc1,1.960800012,0.177,1.123711017,-0.286622022
667,135625,DIFYAT,10.1016/j.tet.2007.04.052,C[Si](C)(C)c1cc2cc3cc4cc5cc(c(cc5cc4c(Cl)c3cc2cc1[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,2.262100014,0.0578,1.273866161,-0.28563230799999983
742,492414,NONZIZ,,N#CC(C#N)=C1C=CC(C2=N[Se]N=C12)=C(C#N)C#N,3.557300021,0.9348,1.9412471480000002,-0.3251942750000003
662,668240,STYPOL,10.1016/S0040-4039(01)85907-4,CC1CCC2C3(C)CCC(O)C(C)(C)C3CCC2(C)C21CC1=C(O2)C(=CC(=O)C1=O)C,1.73430001,0.0,1.008905095,-0.28351018000000017
49,246629,GIPMAT,10.1107/S0108270187009454,CC(=O)OCCOC1=CC(C=CC1=C(C#N)C#N)=C(C#N)C#N,3.1531000189999996,0.5958,1.460372449,0.23235512099999944
531,225736,FUSJEJ,,CN1C(=CC2=C1C1=NO[N+](=C1C=C2N(=O)=O)[O-])c1ccccc1,3.247700019,0.0548,1.724382205,-0.20106439100000006
566,285011,HOFTAX,10.1093/carcin/20.1.147,O=N(=O)c1ccc2C3OC3c3cccc4C5OC5c1c2c34,1.014200006,0.0002,0.6206990401,-0.22719807419999993
327,323695,ITEMEB,10.1016/j.tet.2016.08.047,CC(C)(C)c1cc(CSC2=C(C=C(C3=NO[N+](=C23)[O-])N(=O)=O)N(=O)=O)cc(c1O)C(C)(C)C,2.689900016,0.0742,1.37283424,-0.055768463999999796
431,225733,FUSJAF,,O=N(=O)C1=CC2=[N+]([O-])ON=C2C2=C1C=NN2c1ccccc1,3.42300002,0.1972,1.7717838940000001,-0.12056776800000035
550,938910,DEVMUP,10.1002/chem.201704314,CC(C)(C)c1ccc(cc1)C(=C=C=C1c2cc3ccccc3cc2C(=O)c2cc3ccccc3cc12)c1ccc(cc1)C(C)(C)C,2.501600015,0.8145,1.358790172,-0.21598032899999975
851,230669,GAJTIX,10.1021/acs.cgd.5b01656,Brc1ccc(cc1)C1=C2C(=O)N(Cc3ccccc3)C(=C2C(=O)N1Cc1ccccc1)c1ccccc1,3.0053000180000002,0.5239,1.690342395,-0.37538477199999987
836,535848,PAQYEM,10.1016/j.dyepig.2004.09.022,CCN1C(=O)C(=NC=C2N(C)c3ccccc3C2(C)C)C(=C(C#N)C1=O)C,2.870900017,0.9363,1.621185204,-0.37147039100000034
116,741050,VADMUI,10.1002/cber.19881210910,ClC1=C(Cl)C(=C(Cl)C(=C2C=CC(C=C2)=C(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C(=C1Cl)Cl)Cl,3.37560002,1.0654,1.6712601390000001,0.033079741999999523
476,514600,OKEQAW,10.1016/S0040-4020(03)00877-9,COC(=O)C1=C(OC)C(=C(C(=O)OC)C1=CC=C1C(=C(OC)C(=C1C(=O)OC)OC)C(=O)OC)OC,2.833300017,0.1889,1.4946432840000001,-0.15598655100000025
354,295699,HUTLIR,10.1021/jo010979m,Clc1cc(Cl)c2c(c1)c1cc(Cl)cc(Cl)c1C2=C1c2c(Cl)cc(Cl)cc2c2cc(Cl)cc(Cl)c12,2.344100014,0.4159,1.210820647,-0.07754128000000016
363,182430,ETUWOH,10.1039/C6OB01561A,CCc1cc(ccn1)C(=[NH2+])S[O-],3.5311000210000003,0.3356,1.806563309,-0.08202659699999959
395,239598,GEMWUQ,10.1016/S0040-4020(99)00833-9,O=C1C2=C(C(=O)C3=C1c1ccccc1[N+](=C3)[O-])c1ccccc1N2,2.7266000160000003,0.0633,1.415105494,-0.1036109719999998
350,881131,ZAVWEB,10.1002/chem.201604099,CCCCc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3ccccc3cc12,2.113300013,0.1732,1.094376599,-0.0754531850000002
804,44711,BAZDOV,10.1107/S0567740882003823,CC1=Nc2ccc(N=O)c(CCc3ccccc3)c2S1,0.9931000059,0.0001,0.6730423161,-0.35298462629999994
803,440059,MENBAJ,10.1107/S1600536806030935,[O-][n+]1c2ccccc2ccc1c1ccccc1,3.7745000230000003,0.0224,2.063467084,-0.3524341449999997
243,846708,YALYER,10.1016/j.tetlet.2010.06.029,CC(C)(C)OC(=O)N1C2=C(CCCN(C2)C(=O)OCc2ccccc2)c2cc(Br)ccc12,3.39730002,0.1331,1.190272786,1.016754448
888,919495,EDIFOP,10.1016/j.dyepig.2017.03.052,COc1ccc2c(O[B-](F)(F)[N+]3=C4C=CC=CN4C(=C23)C2=C3[N+](=C(C)C=C3C)[B-](F)(F)N3C(=CC(=C23)C)C)c1,2.7791000169999998,0.0342,1.585919794,-0.39273957100000034
436,329876,IYEZET,10.1134/S107036321605008X,OS(=O)(=O)c1ccc(NC2=C(Cl)C=C(C3=NO[N+](=C23)[O-])N(=O)=O)cc1,2.815100017,0.3474,1.469063222,-0.1230264270000001
740,221350,FOZTEV,10.1021/acs.cgd.5b00105,CC(C)[Si](C#CC1=C2N=C3c4ccccc4c4ccccc4C3=NC2=C(C#C[Si](C(C)C)(C(C)C)C(C)C)C2=NSN=C12)(C(C)C)C(C)C,2.427500015,0.2977,1.3761254569999999,-0.32475089899999965
694,502718,OBIZEH,10.1016/j.ica.2017.01.001,CC(C)(C)c1cc(c2OC3=C(C=C(C(=O)C3=Nc2c1O)C(C)(C)C)C(C)(C)C)C(C)(C)C,2.449200015,0.2125,1.374661757,-0.3001234989999997
270,284728,HODYAC,,Fc1c(F)c(F)c(c(F)c1F)C1=[N+]([O-])c2ccccc2C1=O,2.773100017,0.001,1.391269409,-0.009438800999999941
753,612312,RAYVOF,10.1039/C7TC01453H,CCCCN1C(=O)C2=C(N(CCCC)C(=O)C2=C1c1ccc(Cl)cc1)c1ccc(Cl)cc1,3.0072000180000003,0.47100000000000003,1.66886581,-0.33053160199999976
461,815182,XAYNAP,10.1039/C7TC00958E,CN(C1=CC(CC(C)(C)C1)=CC=CC1=C(C#N)C(OC1(C)C)=C(C#N)C#N)c1ccccc1,2.508400015,2.156,1.3252396229999999,-0.14207923099999986
775,813439,XATKIN,,CCCCN1C(=O)C2=C(N(CCCC)C(=O)C2=C1c1ccc(cc1)C#C)c1ccc(cc1)C#C,2.9487000180000003,0.5362,1.644735298,-0.3407705779999999
348,64501,BOSBES,10.1039/C4TC01563K,Brc1ccc2NC(C(=O)c2c1)=C1Nc2ccc(Br)cc2C1=O,2.502700015,0.3886,1.288602758,-0.07450550099999997
274,300860,ICIFOR,10.1002/chem.201102852,CN(C)c1ccc(cc1)C(=C1C=CC(C=C1)=C(C#N)C#N)C1=C(C(=C(C#CC(C)(C)O)C(C)(C)C)C1(C#N)C#N)C(C)(C)C,2.552700015,0.955,1.282693806,-0.012687596999999773
125,99936,CIZDEV,10.1039/b717082c,CC[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](CC)(C(C)C)C(C)C)c2cc3ccccc3cc12)(C(C)C)C(C)C,1.9760000119999999,0.3572,0.9325496761,0.11090065979999997
843,782604,WEBKET,10.1107/S0108768193007645,Clc1ccc(cc1)C1=C2C(=O)NC(=C2C(=O)N1)c1ccc(Cl)cc1,2.843100017,0.6518,1.6081871419999998,-0.37327426699999977
624,669759,SUHVOI,10.1021/jo501969z,COC(=O)CCC1=C2N(C(=C1C)C#C[Si](C)(C)C)[B-](F)(F)[N+]1=C(C(=C(CCC(=O)OC)C1=C2C#C[Si](C)(C)C)C)C1=CC=CS1,2.386800014,0.6538,1.323581361,-0.26036270800000016
